image_id,image_path,original_class_id,class_idx,class_name,split
27,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/939f045a-0366-4f8c-8e9d-e7eef7dd68f0.jpg,6729,0,Cota tinctoria,train
28,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/1e294c6a-20dc-44c0-8a78-4976365abf81.jpg,6729,0,Cota tinctoria,train
29,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/986e66b9-2757-4bf7-8e36-a0c5f983c576.jpg,6729,0,Cota tinctoria,train
30,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/e59051c9-5d71-42f8-96b9-9622f3b4a18a.jpg,6729,0,Cota tinctoria,train
31,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/5291f787-770f-4ad1-995d-075c87cfe67e.jpg,6729,0,Cota tinctoria,train
32,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/809a7e9d-a735-4f02-bc65-125d2857b33d.jpg,6729,0,Cota tinctoria,train
33,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/81309d54-83f8-44ba-a4fe-8b0d7483b1b0.jpg,6729,0,Cota tinctoria,train
34,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/466d09e1-df17-4887-86e0-d8564a9dd118.jpg,6729,0,Cota tinctoria,train
35,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/47988465-a789-47cf-908c-2a712229fc4e.jpg,6729,0,Cota tinctoria,train
36,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/e429db9b-748a-4422-b375-9061cfc2a4cf.jpg,6729,0,Cota tinctoria,train
37,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/1f673779-4ac7-4027-b8b9-05be7bb9f53e.jpg,6729,0,Cota tinctoria,train
38,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/073fad3f-040a-420b-805f-02ac8288bb27.jpg,6729,0,Cota tinctoria,train
39,data/raw/train_mini/06729_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cota_tinctoria/70b8a70c-382c-45c9-954a-029f524c720e.jpg,6729,0,Cota tinctoria,train
60,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/6d86b201-758a-49b9-ba5d-ba82ae86f882.jpg,5403,1,Cladonia rangiferina,train
61,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/bf4f16c8-caff-4274-9516-6a9d1292c6ee.jpg,5403,1,Cladonia rangiferina,train
62,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/6fb10fe8-fa57-4739-8051-f2a218662d84.jpg,5403,1,Cladonia rangiferina,train
63,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/01a68e20-796e-43a0-816b-bda2fa7823b6.jpg,5403,1,Cladonia rangiferina,train
64,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/2ab37ae3-3a3b-4414-b1e6-0f36e3030d88.jpg,5403,1,Cladonia rangiferina,train
65,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/6210f080-edf2-4f7d-a9b7-012828720cda.jpg,5403,1,Cladonia rangiferina,train
66,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/9684af76-bc09-432f-91d5-31bd726858c3.jpg,5403,1,Cladonia rangiferina,train
67,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/6eaa5eba-3871-4c56-a6d9-1ef8c864a158.jpg,5403,1,Cladonia rangiferina,train
68,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/d5c64d28-066e-4bc7-9de9-0f6dcf9cbeb1.jpg,5403,1,Cladonia rangiferina,train
69,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/e4ce690f-7110-4523-be86-0d663993d178.jpg,5403,1,Cladonia rangiferina,train
70,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/1338c379-c25a-4a97-9e60-8cf684c5f472.jpg,5403,1,Cladonia rangiferina,train
71,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/220f01fd-262e-4ace-830e-012983671ab5.jpg,5403,1,Cladonia rangiferina,train
72,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/59e4cb10-0b55-4541-9180-5312cfd56264.jpg,5403,1,Cladonia rangiferina,train
73,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/30811f8c-bf0e-4cc2-9f83-a9c840bde939.jpg,5403,1,Cladonia rangiferina,train
74,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/d20b3db6-7c38-4514-b1fd-0513aff882a1.jpg,5403,1,Cladonia rangiferina,train
75,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/47765b93-019c-4a5c-b568-d659149a0795.jpg,5403,1,Cladonia rangiferina,train
76,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/4a8e1747-daf7-4da7-b88a-f4a816da78f3.jpg,5403,1,Cladonia rangiferina,train
77,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/d8094a73-88c2-489a-b613-43b9056441a9.jpg,5403,1,Cladonia rangiferina,train
78,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/47af7d14-1b33-484f-b4af-3c50a3d623e3.jpg,5403,1,Cladonia rangiferina,train
79,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/f0283891-cb90-4043-8767-d696915df838.jpg,5403,1,Cladonia rangiferina,train
80,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/6c9546f0-61b0-4501-a594-40a879904971.jpg,5403,1,Cladonia rangiferina,train
81,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/f636f08a-ff00-4750-900d-eadaf5565cef.jpg,5403,1,Cladonia rangiferina,train
82,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/6474cf8d-c3c4-4998-a927-824899bbd4b4.jpg,5403,1,Cladonia rangiferina,train
83,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/4cb1a129-14d2-47c6-9f3e-b7ccfe85f91c.jpg,5403,1,Cladonia rangiferina,train
84,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/3b2e8167-061e-4749-9363-0197148a6fc4.jpg,5403,1,Cladonia rangiferina,train
85,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/631c1ce0-ccbd-4958-b272-0a03b15149a9.jpg,5403,1,Cladonia rangiferina,train
86,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/412871fc-4703-4940-875b-737d9cf7c3fe.jpg,5403,1,Cladonia rangiferina,train
87,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/135818c0-bde5-4b74-9d3c-215369fe90b9.jpg,5403,1,Cladonia rangiferina,train
88,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/d7f2a65d-74b8-4c60-bf7f-2268059f0b57.jpg,5403,1,Cladonia rangiferina,train
89,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/5500f381-b1cc-407a-a07f-ff2d78ecdedc.jpg,5403,1,Cladonia rangiferina,train
90,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/781b3029-3f0f-487e-94b5-44048186d274.jpg,5403,1,Cladonia rangiferina,train
91,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/1d24c827-1ddd-481f-b7e0-bae7fd61e205.jpg,5403,1,Cladonia rangiferina,train
92,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/6b606bb6-f2fd-42d3-9254-e6170f2af656.jpg,5403,1,Cladonia rangiferina,train
93,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/50f11853-fafa-4bae-acdb-896b8bdb104c.jpg,5403,1,Cladonia rangiferina,train
94,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/10987fe4-60c6-4c37-bac7-46c02586f8ac.jpg,5403,1,Cladonia rangiferina,train
95,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/61f2c566-f9c6-4c30-acde-339576a62f3d.jpg,5403,1,Cladonia rangiferina,train
96,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/46a315ea-0de2-4c51-8fbb-b5fa93b9e1b5.jpg,5403,1,Cladonia rangiferina,train
97,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/8853d9ab-15b9-4aac-9454-8a602390c184.jpg,5403,1,Cladonia rangiferina,train
98,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/960c90fb-5c6a-41ed-8140-c000a52b248c.jpg,5403,1,Cladonia rangiferina,train
99,data/raw/train_mini/05403_Fungi_Ascomycota_Lecanoromycetes_Lecanorales_Cladoniaceae_Cladonia_rangiferina/81f28a7b-0dc5-4919-9528-9d334f822a3c.jpg,5403,1,Cladonia rangiferina,train
120,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/0e42c122-d41d-4f42-852c-bea38c0f2925.jpg,3728,2,Certhia americana,train
121,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/9cadbe61-6615-4b5e-96d0-e9e0a5af3257.jpg,3728,2,Certhia americana,train
122,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/45baf0ae-2c69-453c-ac3b-14bbc34f0b05.jpg,3728,2,Certhia americana,train
123,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/6bc351d0-23f0-4526-abe7-4a961f7a7b55.jpg,3728,2,Certhia americana,train
124,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/51597a6a-c194-4f28-a969-fd891af456f9.jpg,3728,2,Certhia americana,train
125,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/ee769365-554c-4645-8596-89d0948a33d7.jpg,3728,2,Certhia americana,train
126,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/bb6aed6f-cbb8-4f1d-8fa5-2c842295bdfb.jpg,3728,2,Certhia americana,train
127,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/6168ac71-e9ac-4e3c-ae49-4acc7da304fb.jpg,3728,2,Certhia americana,train
128,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/0900a631-4d8f-4556-9e60-2deea728e0b4.jpg,3728,2,Certhia americana,train
129,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/5e935fa6-8bd1-4e7d-a4ac-134327a041fa.jpg,3728,2,Certhia americana,train
130,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/8ead8eca-d179-48e5-bd60-c56386e5191d.jpg,3728,2,Certhia americana,train
131,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/8aecdc77-3812-439c-9927-0a3b283d901d.jpg,3728,2,Certhia americana,train
132,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/6317197d-92aa-4f64-963c-afa385ef71ef.jpg,3728,2,Certhia americana,train
133,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/ca297a6b-45aa-4588-8d27-5e0f73d21fda.jpg,3728,2,Certhia americana,train
134,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/03e3bd43-edc5-46d5-bc09-4d69c74ffb96.jpg,3728,2,Certhia americana,train
135,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/c6d99601-4ac2-4d4d-8f16-cc424ad39501.jpg,3728,2,Certhia americana,train
136,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/fd91f51d-93ca-4422-bb4d-3b24c6eddf2b.jpg,3728,2,Certhia americana,train
137,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/76286cb9-3bba-405f-a70b-5b03c2774e27.jpg,3728,2,Certhia americana,train
138,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/544769c2-c229-4067-8cf1-35ecf5b68225.jpg,3728,2,Certhia americana,train
139,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/fdd219aa-9a0f-4510-b6b0-1fe6e70c28e2.jpg,3728,2,Certhia americana,train
140,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/ca1b17b4-763f-46c4-97e0-23852223be6b.jpg,3728,2,Certhia americana,train
141,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/8470facb-4085-4d4d-82e9-ac528e362660.jpg,3728,2,Certhia americana,train
142,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/38b98e3c-f061-44bd-a856-e7c5f8b1f201.jpg,3728,2,Certhia americana,train
143,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/50abf2b1-a78d-4105-b88e-99f09405c7a1.jpg,3728,2,Certhia americana,train
144,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/a21b1a8f-fb9d-4aa7-9134-cf97eb12beaa.jpg,3728,2,Certhia americana,train
145,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/64f0a01f-82dd-452e-88e6-3f4c8baab356.jpg,3728,2,Certhia americana,train
146,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/6dc48294-8ca6-412f-9a74-43b39e71eae5.jpg,3728,2,Certhia americana,train
147,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/8db1fd89-310a-4cae-b379-6a795d2d40c4.jpg,3728,2,Certhia americana,train
148,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/ad52dc9b-f486-4a66-98a3-c99e388a2bd5.jpg,3728,2,Certhia americana,train
149,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/38e7cd9f-2501-4f19-92c8-c21d63dd7ced.jpg,3728,2,Certhia americana,train
150,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/bef9f21d-620d-462f-bc5b-808f6f9ff73b.jpg,3728,2,Certhia americana,train
151,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/c1ad7ba2-4cc4-4720-9490-114dfd889e2d.jpg,3728,2,Certhia americana,train
152,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/78b57cf1-d941-4541-9de0-4aebe33dd141.jpg,3728,2,Certhia americana,train
153,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/6861a51e-0880-4685-ba59-00807aa22ae7.jpg,3728,2,Certhia americana,train
154,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/395fd228-a368-4dc0-9d09-968566b1785c.jpg,3728,2,Certhia americana,train
155,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/9ad73078-e9a9-4d99-9d6f-c72d6c8f0080.jpg,3728,2,Certhia americana,train
156,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/ed9d0b1d-1593-46e0-bf0b-c023e3ab4eb3.jpg,3728,2,Certhia americana,train
157,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/50bd0da5-bcdd-4693-9eae-9641ca0b4dea.jpg,3728,2,Certhia americana,train
158,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/9954e79c-7ba8-4872-961a-07ee371ffc98.jpg,3728,2,Certhia americana,train
159,data/raw/train_mini/03728_Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_americana/e1c8c2a3-bfb2-4dc1-a5d4-0e83550d25ae.jpg,3728,2,Certhia americana,train
180,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/2b4ef9bb-d7f2-4551-a2c5-8657c5d6a2c7.jpg,560,3,Anasa tristis,train
181,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/d8a2dc36-e313-4f44-b3d4-49493d2e2d4c.jpg,560,3,Anasa tristis,train
182,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/0e9caa4a-45f8-434f-a10b-66cb372cf537.jpg,560,3,Anasa tristis,train
183,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/6ade0d31-9a09-4dfa-b157-98e6cc9039f8.jpg,560,3,Anasa tristis,train
184,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/9a564022-974d-4397-8b05-1b5a0732ca33.jpg,560,3,Anasa tristis,train
185,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/4c1138ad-8549-4e9d-a637-ef9a6a5f6d5f.jpg,560,3,Anasa tristis,train
186,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/42a34614-88fe-4cb0-b01c-112b08b5bb7a.jpg,560,3,Anasa tristis,train
187,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/908a7d63-51f3-423c-b350-8f10916a616c.jpg,560,3,Anasa tristis,train
188,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/f16850f7-a1b6-4e35-a533-74db037c4d93.jpg,560,3,Anasa tristis,train
189,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/76c4c674-cf2c-4369-b107-0373ce04a462.jpg,560,3,Anasa tristis,train
190,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/5648e351-46ef-4c5d-b465-74050f4a8ab4.jpg,560,3,Anasa tristis,train
191,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/8d66dd06-acaa-4a4a-bdaf-6d16153dd20a.jpg,560,3,Anasa tristis,train
192,data/raw/train_mini/00560_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Anasa_tristis/cd9fbdef-4f1c-4e4d-9543-7f3682cd15bb.jpg,560,3,Anasa tristis,train
