image_id,image_path,original_class_id,class_idx,class_name,split
23438,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/cd9f727e-63b3-4a79-8e9b-492139b25f77.jpg,4511,390,Eupsittula canicularis,train
23432,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/fc0e98cb-6c52-4891-9f2b-3014f906916c.jpg,4511,390,Eupsittula canicularis,train
23402,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/4ca22622-26fe-4412-b202-ac5221b59f56.jpg,4511,390,Eupsittula canicularis,train
23409,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/9dcd10fe-c202-45a1-991e-10b47e6be12c.jpg,4511,390,Eupsittula canicularis,train
23407,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/ffc42e63-b5d6-4443-8cd9-c1a9cec7ca19.jpg,4511,390,Eupsittula canicularis,train
23403,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/af9dbfb1-eba2-4dc2-a60d-fc51c5b21f9d.jpg,4511,390,Eupsittula canicularis,train
23415,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/c03fdb1e-ea2f-4e4f-9098-0139240bcf40.jpg,4511,390,Eupsittula canicularis,train
23414,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/a34d58d6-5fa9-4dc4-9c6d-d54a2faaf2af.jpg,4511,390,Eupsittula canicularis,train
23417,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/b1466d69-b342-4ab8-9475-fa43b4b06cb1.jpg,4511,390,Eupsittula canicularis,train
23428,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/40f14d99-b09b-449e-a1af-9ede5d427980.jpg,4511,390,Eupsittula canicularis,train
23423,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/50060c22-ad05-475e-80c7-32115cc562bb.jpg,4511,390,Eupsittula canicularis,train
23427,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/fda14db6-f3d9-4526-ac73-f7b2572c5163.jpg,4511,390,Eupsittula canicularis,train
23435,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/f42237e0-2b02-4bf4-a2b4-fcca69618fc9.jpg,4511,390,Eupsittula canicularis,train
23424,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/009ef084-b60e-49b6-9d41-e2ae4ab5bd53.jpg,4511,390,Eupsittula canicularis,train
23410,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/2a5f9cb9-acc1-4b30-bcd2-a8a348b1ec7c.jpg,4511,390,Eupsittula canicularis,train
23412,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/515685de-d2f5-4cf9-912a-6a0cc21e3be3.jpg,4511,390,Eupsittula canicularis,train
23406,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/0e49a38f-0e78-409e-9910-4e7cc8790cc3.jpg,4511,390,Eupsittula canicularis,train
23413,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/8d201133-ad99-42dc-acb4-e311fe33d120.jpg,4511,390,Eupsittula canicularis,train
23401,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/4dfebe6a-c7c7-49b1-8196-e600ed449385.jpg,4511,390,Eupsittula canicularis,train
23439,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/6d594faa-54e7-481f-b823-395cbbaab4e3.jpg,4511,390,Eupsittula canicularis,train
23425,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/e8f534df-2d05-48d0-9f49-0719a3b0c155.jpg,4511,390,Eupsittula canicularis,train
23433,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/feceafb8-b251-4757-939a-85c2a2d7fdf7.jpg,4511,390,Eupsittula canicularis,train
23422,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/2c05d45b-b403-493f-b7c2-edb33a266161.jpg,4511,390,Eupsittula canicularis,train
23411,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/1f60834c-68f2-4245-b645-3aafd5bc8443.jpg,4511,390,Eupsittula canicularis,train
23405,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/e653a955-5fc5-48b7-9fbc-946ec3eb09dd.jpg,4511,390,Eupsittula canicularis,train
23420,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/116db105-487a-44a5-91ca-2740b43b3977.jpg,4511,390,Eupsittula canicularis,train
23434,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/77810ee4-dc80-4877-8ac9-d5bbfa517594.jpg,4511,390,Eupsittula canicularis,train
23404,data/raw/train_mini/04511_Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Eupsittula_canicularis/558caf85-7efe-4d2d-b83e-8b44ba198695.jpg,4511,390,Eupsittula canicularis,train
12491,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/a736dbfe-97cc-4e7e-bf5d-b6c60a0e85d1.jpg,7864,208,Myrsine divaricata,train
12519,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/7b588255-e12c-435c-b0ee-1acbb5d73196.jpg,7864,208,Myrsine divaricata,train
12510,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/45807e0b-9aa3-4aa1-b6dd-6ee364b1fe5f.jpg,7864,208,Myrsine divaricata,train
12483,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/57757fa8-af44-43a7-bb01-c0e69a64c4df.jpg,7864,208,Myrsine divaricata,train
12482,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/64910d1e-484a-4518-b146-9ca6f5c21263.jpg,7864,208,Myrsine divaricata,train
12498,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/b5b2a568-5021-4cdc-980e-835b7b4e3ea0.jpg,7864,208,Myrsine divaricata,train
12513,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/86e2b1ce-360d-4e27-8c8c-95a639fa48e9.jpg,7864,208,Myrsine divaricata,train
12504,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/4ae5dda9-2fb2-4146-9cf8-9882d6d99cc9.jpg,7864,208,Myrsine divaricata,train
12488,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/0c41ec9b-b63b-4a60-be22-700d87e018d9.jpg,7864,208,Myrsine divaricata,train
12497,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/348a4a27-c13c-4d5d-b707-bbc06141419b.jpg,7864,208,Myrsine divaricata,train
12487,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/55ccfac8-de87-4e9f-bed1-531938220ebb.jpg,7864,208,Myrsine divaricata,train
12518,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/ddc5723e-6fea-467e-a340-130548e888a1.jpg,7864,208,Myrsine divaricata,train
12489,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/d4476ab3-eb72-4e1e-ac6e-f9b05ed69754.jpg,7864,208,Myrsine divaricata,train
12486,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/1bab44ff-da86-4c18-825e-328cbcd45e6b.jpg,7864,208,Myrsine divaricata,train
12514,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/78685e34-ecd5-4c9f-b04e-ff8faed726fa.jpg,7864,208,Myrsine divaricata,train
12493,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/7b418558-e913-4909-b46d-33911abaed6e.jpg,7864,208,Myrsine divaricata,train
12490,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/d05ad015-4107-4278-9720-3f8443aa8ab4.jpg,7864,208,Myrsine divaricata,train
12484,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/9cf35b6a-eb22-427a-a010-9fe36d12baaa.jpg,7864,208,Myrsine divaricata,train
12494,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/bf9ba351-3461-4dee-9439-88bf6eb92ff4.jpg,7864,208,Myrsine divaricata,train
12509,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/595525da-3477-493d-b244-a1b329af13fe.jpg,7864,208,Myrsine divaricata,train
12508,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/a3589fb6-eddf-4186-9ed5-e14e3a7ce649.jpg,7864,208,Myrsine divaricata,train
12496,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/05fe3aa6-168a-42dd-a7a9-b76ac3f79fda.jpg,7864,208,Myrsine divaricata,train
12507,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/29916993-2a63-4318-9d28-e2988521ccca.jpg,7864,208,Myrsine divaricata,train
12480,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/ad767ca6-5ee0-48e0-b08b-e1b9b7a6b15f.jpg,7864,208,Myrsine divaricata,train
12503,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/54cddfdb-1288-4a62-9ee9-a07ba2a2f76f.jpg,7864,208,Myrsine divaricata,train
12485,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/4a678502-19bf-43d7-9c1c-f16422c2df8c.jpg,7864,208,Myrsine divaricata,train
12506,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/083c083d-04ed-4866-b502-249a05d05231.jpg,7864,208,Myrsine divaricata,train
12500,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/2ab1ccf6-2d12-4cd9-8c14-80a59350bc9d.jpg,7864,208,Myrsine divaricata,train
12501,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/3132586a-b9f6-4c32-9972-56d7ba1113d3.jpg,7864,208,Myrsine divaricata,train
12516,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/f0edc47f-e73f-4487-8901-d38dea965e17.jpg,7864,208,Myrsine divaricata,train
12495,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/3beba62b-48be-4f71-93fb-7837afec2457.jpg,7864,208,Myrsine divaricata,train
12511,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/f7534b16-552b-47cd-adf0-9f86b4209f3f.jpg,7864,208,Myrsine divaricata,train
12502,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/7fb8a964-1b41-4630-8af0-e42073674e0b.jpg,7864,208,Myrsine divaricata,train
12512,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/0f3174d5-77ef-470a-b692-9b748a44d17d.jpg,7864,208,Myrsine divaricata,train
12481,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/975102ca-5725-43d4-be10-72bc9e849405.jpg,7864,208,Myrsine divaricata,train
12517,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/0cd65c53-32f2-4b63-a23e-77a8f6d5e71e.jpg,7864,208,Myrsine divaricata,train
12492,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/09486bb2-a619-4bae-b9e6-995ff7075253.jpg,7864,208,Myrsine divaricata,train
12499,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/d0f6ce11-5b9c-4726-836e-54b6033cecbe.jpg,7864,208,Myrsine divaricata,train
12505,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/a0a5d18d-2669-4345-acf6-179929e6f16f.jpg,7864,208,Myrsine divaricata,train
12515,data/raw/train_mini/07864_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Myrsine_divaricata/b4812395-72aa-440e-b527-e0c72a670941.jpg,7864,208,Myrsine divaricata,train
15936,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/120710fd-4a9b-4766-928b-3e34731f9a01.jpg,1780,265,Apatura ilia,train
15915,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/b2e07fef-acc9-4e2d-a425-cc3b652fdfa4.jpg,1780,265,Apatura ilia,train
15921,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/96ca8238-1725-4f53-b412-bc993b38d8c3.jpg,1780,265,Apatura ilia,train
15918,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/ee09e338-696a-485a-9bfb-a46a073695c4.jpg,1780,265,Apatura ilia,train
15908,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/92a64ff7-5795-4d4b-ade5-7ce176589ad1.jpg,1780,265,Apatura ilia,train
15925,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/9d12ac16-742c-48c1-b32b-4ac8f54b5737.jpg,1780,265,Apatura ilia,train
15916,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/05dab7e8-7b8e-4424-8fb8-f5d7afac88a1.jpg,1780,265,Apatura ilia,train
15923,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/48ed51a2-7474-45f7-a52f-2755b700f4ca.jpg,1780,265,Apatura ilia,train
15937,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/81cf87ec-fcb2-4e30-a4c7-b12bd5beec5a.jpg,1780,265,Apatura ilia,train
15911,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/a1348cd7-feb5-4f25-bb1a-8b078d5e28a5.jpg,1780,265,Apatura ilia,train
15930,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/70717e8a-43c4-4ef8-be8f-77431c5dd36f.jpg,1780,265,Apatura ilia,train
15924,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/7ee9b94b-ec67-4cf6-b33f-4f82010f6d8a.jpg,1780,265,Apatura ilia,train
15939,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/383c2445-1ff1-47c9-a1d0-958d6e3d6478.jpg,1780,265,Apatura ilia,train
15914,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/0d367b96-b1c0-4f11-bd31-8126250f92f6.jpg,1780,265,Apatura ilia,train
15903,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/2e850cf5-b3a6-4169-9691-be13d77a0816.jpg,1780,265,Apatura ilia,train
15910,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/ddf12c8c-5a3f-475f-81df-f0ebb5847d85.jpg,1780,265,Apatura ilia,train
15907,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/d667e890-3792-4e0b-b505-4b7c1a799821.jpg,1780,265,Apatura ilia,train
15928,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/87417862-e99d-4028-b3ae-c8256cd6d07f.jpg,1780,265,Apatura ilia,train
15929,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/745d15dd-79f0-486e-bcd0-835b97db3c88.jpg,1780,265,Apatura ilia,train
15927,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/e473882c-1424-4123-9727-aea4a1879550.jpg,1780,265,Apatura ilia,train
15905,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/1d2d583b-f230-4886-b17a-4c06c7e02de4.jpg,1780,265,Apatura ilia,train
15932,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/34ff984a-93d4-4bd7-878b-eb01eb58dd51.jpg,1780,265,Apatura ilia,train
15917,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/7ef4488e-4603-4172-ab4e-9df8df1bdf28.jpg,1780,265,Apatura ilia,train
15913,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/0a442c57-96b1-4de8-9984-9b008ab98e48.jpg,1780,265,Apatura ilia,train
15926,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/94538628-8458-4c6e-9dfb-50cc4b3c2dd0.jpg,1780,265,Apatura ilia,train
15938,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/9838ba8a-c272-48d7-8e90-7085c11a47b0.jpg,1780,265,Apatura ilia,train
15919,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/1a018971-fa5a-491b-86b0-768441cfd038.jpg,1780,265,Apatura ilia,train
15901,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/fde4520e-c62d-4b25-9149-d70345959df6.jpg,1780,265,Apatura ilia,train
15933,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/588ee50c-4c0c-4107-b6f1-da7bfc4fa384.jpg,1780,265,Apatura ilia,train
15906,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/6dde6396-ce06-442e-9888-a77198734a70.jpg,1780,265,Apatura ilia,train
15934,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/d9e168fc-3796-4d67-a98b-072d27cf32ef.jpg,1780,265,Apatura ilia,train
15909,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/6b230176-f195-402a-847e-ce2344728a08.jpg,1780,265,Apatura ilia,train
15931,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/acb2fc28-f122-4ee0-b001-26558c221057.jpg,1780,265,Apatura ilia,train
15935,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/74b26e42-5659-412e-b5fb-d670646f7939.jpg,1780,265,Apatura ilia,train
15912,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/3c99800f-0cf3-499c-834a-929974056e72.jpg,1780,265,Apatura ilia,train
15902,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/cf42df56-a3d3-4a87-823a-2232512ddd0c.jpg,1780,265,Apatura ilia,train
15900,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/5840644c-8203-4cd4-b0ff-d23f7b91fc06.jpg,1780,265,Apatura ilia,train
15920,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/adee90e4-b463-4de8-b7c7-7c4ba1ac74bb.jpg,1780,265,Apatura ilia,train
15904,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/b9426ae3-c0e4-4c06-bc4d-47924cabc9ac.jpg,1780,265,Apatura ilia,train
15922,data/raw/train_mini/01780_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Apatura_ilia/5ca69822-14d4-4316-a1f0-1041d21074f8.jpg,1780,265,Apatura ilia,train
15782,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/93e1349d-186a-41f5-8b56-6a23285d3c9b.jpg,3612,263,Crax rubra,train
15800,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/13448378-87e0-41e3-95f1-a73a29a06c88.jpg,3612,263,Crax rubra,train
15812,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/32ddf2e8-fab9-4493-a436-dc029eb59ce6.jpg,3612,263,Crax rubra,train
15815,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/c6f0c6f5-aef4-42f1-9773-f45f5bae9df3.jpg,3612,263,Crax rubra,train
15805,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/ccac6367-68a9-4453-970e-29c17a43142c.jpg,3612,263,Crax rubra,train
15801,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/4a387d59-05f7-4602-b857-f0f15641c612.jpg,3612,263,Crax rubra,train
15817,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/6ab92583-1a94-475b-8fa1-e44fff51699d.jpg,3612,263,Crax rubra,train
15783,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/4d7ae18c-2e58-43c1-aef6-9f3f07b7c2ae.jpg,3612,263,Crax rubra,train
15789,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/a4bff3eb-8f9a-4507-ba5c-97352b2eece0.jpg,3612,263,Crax rubra,train
15802,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/5921a6c6-50d8-4152-a0b6-143f4773e5c4.jpg,3612,263,Crax rubra,train
15804,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/7d9f8828-e650-4b89-ad40-e0a61dd6aa1f.jpg,3612,263,Crax rubra,train
15806,data/raw/train_mini/03612_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_rubra/9ef5a108-1863-4fdb-bd7f-c8e6410d05a1.jpg,3612,263,Crax rubra,train
